Date,Close Price
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-01,1208.589966
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
2021-11-02,1172.0
